DBA,ADDRESS,LON,LAT,BORO,ZIPCODE,CUISINE DESCRIPTION,VIOLATION POINTS,GRADE,GRADE DATE
SABORES RESTAURANT,"582 Morris Ave., Bronx New York 10451",-73.9221347,40.8181055,BRONX,10451,Spanish,10,A,8/14/2015
LOVERAS LOUNGE,"2943 Fulton St, Brooklyn New York 11207",-73.886204,40.679635,BROOKLYN,11207,American ,12,A,8/14/2015
MR CAKE BAKERY & DESSERT,"1166 Castle Hill Ave, Bronx New York 10462",-73.850584,40.8314908,BRONX,10462,Bakery,9,A,8/14/2015
SNACK BAR,"679 Riverside Dr, Manhattan New York 10031",-73.9559412,40.8264502,MANHATTAN,10031,American ,9,A,8/14/2015
JOYFUL CAFE,"33-46 Linden Place, Queens New York 11354",-73.831755,40.766412,QUEENS,11354,Chinese,27,Z,8/14/2015
Pomme Palais @ The Palace Hotel,"455 Madison Ave, Manhattan New York 10022",-73.9749775,40.75802,MANHATTAN,10022,Bakery,8,A,8/14/2015
IGUAZU CAFE & GRILL,"26 Jefferson St, Manhattan New York 10002",-73.9887093,40.713254,MANHATTAN,10002,Spanish,12,A,8/14/2015
RINCON LATINO RESTAURANT,"4360 White Plains Road, Bronx New York 10466",-73.8548137,40.8973807,BRONX,10466,Spanish,12,A,8/14/2015
SUBWAY,"3209 3Rd Ave, Bronx New York 10451",-73.9295923,40.8077643,BRONX,10451,Sandwiches,3,A,8/14/2015
BETTER BEING,"537 9 Avenue, Manhattan New York 10018",-73.9802968,40.72629,MANHATTAN,10018,American ,13,A,8/14/2015
EL LINA RESTAURANT,"500 West 207 Street, Manhattan New York 10034",-73.9192997,40.864415,MANHATTAN,10034,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",15,Z,8/14/2015
THE EAGLE CAFE,"1230 6 Avenue, Manhattan New York 10020",-73.9808334,40.7588344,MANHATTAN,10020,American ,0,A,8/14/2015
DAE SONG CHINESE RESAURANT,"4332 Corporal Kennedy St, Queens New York 11361",-73.7739735,40.7595328,QUEENS,11361,Chinese,7,A,8/14/2015
RESTAURANT LA SAVANE,"239 W 116Th St, Manhattan New York 10026",-73.954216,40.804251,MANHATTAN,10026,African,30,Z,8/14/2015
SLIM TO GO,"1556A White Plains Rd, Bronx New York 10462",-73.8636388,40.8395261,BRONX,10462,American ,9,A,8/14/2015
FREDDY'S SOUL CARIBBEAN RESTAURANT CORP,"1980 Adam Clayton Powell Jr Blvd, Manhattan New York 10026",-73.951363,40.805506,MANHATTAN,10026,Caribbean,12,A,8/14/2015
LITTLE MICHAEL'S DELI & SALAD BAR,"12 E Gun Hill Rd, Bronx New York 10467",-73.880875,40.8822962,BRONX,10467,Delicatessen,8,A,8/14/2015
Subway,"1502 Saint Nicholas Ave, Manhattan New York 10033",-73.931637,40.8517706,MANHATTAN,10033,Sandwiches/Salads/Mixed Buffet,4,A,8/14/2015
OJ CLEANSE,"85 Bergen St, Brooklyn New York 11201",-73.990043,40.6866739,BROOKLYN,11201,"Juice, Smoothies, Fruit Salads",0,A,8/14/2015
BROWN BETTY RESTAURANT,"13204 Liberty Ave, Queens New York 11419",-73.81375,40.690482,QUEENS,11419,Caribbean,8,A,8/14/2015
SUBWAY,"5719 Flatlands Ave, Brooklyn New York 11234",-73.920844,40.630815,BROOKLYN,11234,Sandwiches,2,A,8/14/2015
GRAN VILLA RESTAURANT,"4002 3Rd Ave, Brooklyn New York 11232",-74.009276,40.653376,BROOKLYN,11232,Spanish,8,A,8/14/2015
UNTITLED,"99 Gansevoort St, Manhattan New York 10014",-74.0088764,40.7396334,MANHATTAN,10014,American ,10,A,8/14/2015
CHOW,"20503 35Th Ave, Queens New York 11361",-73.7826405,40.7669207,QUEENS,11361,Chinese,0,A,8/14/2015
PAUL MICHAEL'S BRICK OVEN CAFE,"8519 126 Street, Queens New York 11415",-73.824834,40.7037772,QUEENS,11415,Pizza,13,A,8/13/2015
CAFE COLETTE,"79 Berry Street, Brooklyn New York 11249",-73.9575664,40.7196912,BROOKLYN,11249,American ,12,A,8/13/2015
KULUSHKAT GOURMET FALAFEL,"446 Dean Street, Brooklyn New York 11217",-73.9764676,40.6819339,BROOKLYN,11217,Mediterranean,12,A,8/13/2015
LUCKY EASTERN RESTAURANT,"2702 E Tremont Ave B, Bronx New York 10462",-73.8459045,40.8424888,BRONX,10462,Chinese,5,A,8/13/2015
JADE GARDEN,"170-12 Hillside Avenue, Queens New York 11432",-73.7914657,40.7110493,QUEENS,11432,Chinese,11,A,8/13/2015
NICK'S GOURMET DELI,"7415 Ditmars Boulevard, Bronx New York 11370",-73.894707,40.768662,BRONX,11370,American ,9,A,8/13/2015
24 HOUR FITNESS,"80-02 Kew Gardens Road, Queens New York 11415",-73.8311644,40.7137862,QUEENS,11415,"Juice, Smoothies, Fruit Salads",9,A,8/13/2015
ANYWAY CAFE,"34 East 2 Street, Manhattan New York 10003",-73.9905657,40.7250302,MANHATTAN,10003,Russian,9,A,8/13/2015
Z-TWO DINER & LOUNGE,"2925 Veterans Road West, Staten Island New York 10309",-74.230729,40.527271,STATEN ISLAND,10309,American ,12,A,8/13/2015
NOL BU FOOD,"14921A 41 Avenue, Queens New York 11355",-73.8296225,40.7018953,QUEENS,11355,Korean,7,A,8/13/2015
STARBUCKS COFFEE,"1656 Broadway, Manhattan New York 10019",-73.9832918,40.7620489,MANHATTAN,10019,Café/Coffee/Tea,4,A,8/13/2015
VICTOR'S COFFEE SHOP DELI & RESTAURANT,"12512 Rockaway Boulevard, Queens New York 11420",-73.7410816,40.6382159,QUEENS,11420,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",8,A,8/13/2015
SABLE,"1489 2 Avenue, Manhattan New York 10075",-73.9560437,40.7724638,MANHATTAN,10075,Delicatessen,25,Z,8/13/2015
BURGER KING,"3920 Main Street, Queens New York 11354",-73.8203853,40.7241833,QUEENS,11354,Hamburgers,39,Z,8/13/2015
KARP TAVERN,"8172 Lefferts Boulevard, Queens New York 11415",-73.8317631,40.7068072,QUEENS,11415,American ,5,A,8/13/2015
SWISS RE,"55 East 52 Street, Manhattan New York 10055",-73.9736745,40.7589832,MANHATTAN,10055,American ,0,A,8/13/2015
NEW PUNJAB RESTAURANT & GRILL,"691 Coney Island Avenue, Brooklyn New York 11218",-73.968797,40.640666,BROOKLYN,11218,Pakistani,12,A,8/13/2015
DUNKIN' DONUTS,"11602 Metropolitan Avenue, Queens New York 11418",-73.836037,40.707268,QUEENS,11418,Donuts,13,A,8/13/2015
HAE WON DAE RESTAURANT1,"7532 Broadway, Queens New York 11373",-73.8848982,40.7439097,QUEENS,11373,Korean,20,Z,8/13/2015
DALLAS BBQ,"261 8 Avenue, Manhattan New York 10011",-73.998537,40.7456282,MANHATTAN,10011,Barbecue,23,Z,8/13/2015
KGB BAR,"85 East 4 Street, Manhattan New York 10003",-73.9898,40.726589,MANHATTAN,10003,American ,5,A,8/13/2015
CAFE 57,"300 West 57 Street, Manhattan New York 10019",-73.983497,40.7666852,MANHATTAN,10019,American ,2,A,8/13/2015
SHEEP STATION,"149 4 Avenue, Brooklyn New York 11217",-73.9813786,40.6792898,BROOKLYN,11217,Australian,4,A,8/13/2015
FUJI SUSHI,"1115 Hylan Boulevard, Staten Island New York 10305",-74.0797177,40.598797,STATEN ISLAND,10305,Japanese,7,A,8/13/2015
PIZZA CENTRAL OF BROOKLYN,"941 Mcdonald Avenue, Brooklyn New York 11218",-73.9769029,40.631151,BROOKLYN,11218,Pizza,7,A,8/13/2015
CAFE LAFAYETTE,"99 South Portland Avenue, Brooklyn New York 11217",-73.974198,40.686558,BROOKLYN,11217,French,7,A,8/13/2015
LA ISLA RESTAURANT,"276 East 149 Street, Bronx New York 10451",-73.9224791,40.8171316,BRONX,10451,Spanish,11,A,8/13/2015
TAPIOCA STORY,"2722 30Th Ave, Queens New York 11102",-73.9236651,40.7677423,QUEENS,11102,Café/Coffee/Tea,7,A,8/13/2015
ARMANDO'S POLLO RICO RESTAURANT,"11002 Jamaica Avenue, Queens New York 11418",-73.7788766,40.7088056,QUEENS,11418,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",38,Z,8/13/2015
EAT ON 8TH,"601 West 26 Street, Manhattan New York 10001",-74.0064204,40.7515355,MANHATTAN,10001,American ,22,Z,8/13/2015
DOS CAMINOS SOHO,"475 West Broadway, Manhattan New York 10012",-73.999915,40.7266115,MANHATTAN,10012,Mexican,4,A,8/13/2015
LIBERTY RESTAURANT,"12916 Liberty Avenue, Queens New York 11419",-73.8155899,40.6893448,QUEENS,11419,Chinese,12,A,8/13/2015
ISABELA'S MEXICAN CUISINE,"4412 4 Avenue, Brooklyn New York 11220",-74.0095549,40.6497309,BROOKLYN,11220,Mexican,21,Z,8/13/2015
QUEEN VIC,"68 Second Avenue, Manhattan New York 10003",-73.9892179,40.72594,MANHATTAN,10003,American ,10,A,8/13/2015
SMORGAS CHEF AT SCANDINAVIA HOUSE,"58 Park Avenue, Manhattan New York 10016",-73.9799597,40.7494442,MANHATTAN,10016,Scandinavian,10,A,8/13/2015
SUBWAY,"107 West 37 Street, Manhattan New York 10018",-73.9868643,40.7521049,MANHATTAN,10018,Sandwiches/Salads/Mixed Buffet,13,A,8/13/2015
PRET A MANGER,"400 Park Avenue, Manhattan New York 10022",-73.9723698,40.7600967,MANHATTAN,10022,Sandwiches,7,A,8/13/2015
LA FINA BAKERY & RESTAURANT,"6208 Roosevelt Avenue, Queens New York 11377",-73.8799283,40.7480758,QUEENS,11377,Bakery,12,A,8/13/2015
EMPERADOR ELIAS RESTAURANT,"274 Broadway, Brooklyn New York 11211",-73.9588234,40.7085089,BROOKLYN,11211,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",25,Z,8/13/2015
REPOSTERIA NITIN,"2312 Grand Concourse, Bronx New York 10458",-73.8993667,40.8577207,BRONX,10458,Bakery,10,A,8/13/2015
GREENWICH VILLAGE COMEDY CLUB,"99 Macdougal Street, Manhattan New York 10012",-74.0010291,40.7296283,MANHATTAN,10012,American ,9,A,8/13/2015
YO ANGEL BAKERY,"1807 Westchester Avenue, Bronx New York 10472",-73.8660491,40.8321071,BRONX,10472,Spanish,4,A,8/13/2015
LIRR  EMPLOYEE CAFETERIA,"9359 183 Street, Queens New York 11423",-73.7642919,40.6557267,QUEENS,11423,American ,13,A,8/13/2015
TIME WARNER EMPLOYEE CAFETERIA,"41-61 Kissena Boulevard, Queens New York 11355",-73.8268632,40.7578145,QUEENS,11355,American ,4,A,8/13/2015
HARRY CIPRIANI,"781 5 Avenue, Manhattan New York 10022",-73.9724963,40.764332,MANHATTAN,10022,Italian,5,A,8/13/2015
NEW HONG KONG RESTAURANT II,"1222 Cortelyou Road, Brooklyn New York 11218",-73.9662709,40.6400825,BROOKLYN,11218,Chinese,10,A,8/13/2015
LA CABANA PERUANA,"9304 Liberty Ave, Queens New York 11417",-73.8437651,40.6804596,QUEENS,11417,Peruvian,7,A,8/13/2015
CARVEL ICE CREAM,"5826 Roosevelt Avenue, Queens New York 11377",-73.8799339,40.7480752,QUEENS,11377,"Ice Cream, Gelato, Yogurt, Ices",13,A,8/13/2015
SHILLA KOREAN BARBECUE HOUSE,"37 West 32 Street, Manhattan New York 10001",-73.9871755,40.7481723,MANHATTAN,10001,Korean,13,A,8/13/2015
TED'S MONTANA GRILL,"110 West 51 Street, Manhattan New York 10019",-73.9808907,40.7607188,MANHATTAN,10019,American ,6,A,8/13/2015
GOOD TASTE FUZHOU CUISINE,"118 Eldridge Street, Manhattan New York 10002",-73.9916637,40.7184537,MANHATTAN,10002,Chinese,32,Z,8/13/2015
DEILINE'S RESTAURANT,"1544 East 174 Street, Bronx New York 10472",-73.8789222,40.8339606,BRONX,10472,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12,A,8/13/2015
SUNSHINE 27 SEAFOOD RESTAURANT,"46 Bowery, Manhattan New York 10013",-73.9967602,40.7157062,MANHATTAN,10013,Chinese,4,Z,8/13/2015
LA DULCE BAKERY,"6710 Roosevelt Avenue, Queens New York 11377",-73.8799209,40.7480766,QUEENS,11377,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",17,Z,8/13/2015
162 EB CORP BAKERY,"162 East Broadway, Manhattan New York 10002",-73.9904247,40.7141531,MANHATTAN,10002,Bakery,17,Z,8/13/2015
CELLO WINE BAR,"229 East 53 Street, Manhattan New York 10022",-73.968071,40.757405,MANHATTAN,10022,American ,12,A,8/13/2015
MOCHA HOOKAH CAFE,"183 Atlantic Avenue, Brooklyn New York 11201",-73.993805,40.690117,BROOKLYN,11201,Middle Eastern,27,Z,8/13/2015
CO CO LIN VEGETARIAN HOUSE,"64-19 Fresh Pond Road, Queens New York 11385",-78.215305,43.285172,QUEENS,11385,Vegetarian,3,A,8/13/2015
CIAO,"178 Mulberry Street, Manhattan New York 10012",-73.9966246,40.7206715,MANHATTAN,10012,Italian,10,A,8/13/2015
WOODSIDE CAFE,"6006 Woodside Avenue, Queens New York 11377",-73.8878167,40.7435956,QUEENS,11377,American ,9,A,8/13/2015
OXCART TAVERN,"583 Argyle Road, Brooklyn New York 11230",-73.9650018,40.6350207,BROOKLYN,11230,American ,10,A,8/13/2015
CRIF DOGS,"555 Driggs Avenue, Brooklyn New York 11211",-73.9564005,40.7168495,BROOKLYN,11211,American ,9,A,8/13/2015
DUNKIN DONUTS & BASKIN ROBBINS,"3015 Mermaid Avenue, Brooklyn New York 11224",-73.9971318,40.5756608,BROOKLYN,11224,Donuts,2,A,8/13/2015
CARIBBEAN CABANA RESTAURANT & LOUNGE,"11602 Jamaica Avenue, Queens New York 11418",-73.7788848,40.7088041,QUEENS,11418,Caribbean,33,Z,8/13/2015
NOI DUE,"143 West 69 Street, Manhattan New York 10023",-73.981555,40.776298,MANHATTAN,10023,Jewish/Kosher,5,A,8/13/2015
NEW HAW HING GARDEN,"12519 Rockaway Boulevard, Queens New York 11420",-73.7410815,40.6382158,QUEENS,11420,Chinese,3,A,8/13/2015
GREAT WALL NO 1 KITCHEN,"954 Manhattan Avenue, Brooklyn New York 11222",-73.9542662,40.7318988,BROOKLYN,11222,Chinese,29,Z,8/13/2015
GOLDEN KRUST,"1516 Mermaid Ave, Brooklyn New York 11224",-73.9831716,40.5766791,BROOKLYN,11224,Caribbean,10,A,8/13/2015
L'BELLA PIZZERIA & RESTAURANT,"69-26 Main Street, Queens New York 11367",-73.824074,40.730422,QUEENS,11367,Jewish/Kosher,42,Z,8/13/2015
GOBO'S,"5425 New Utrecht Avenue, Brooklyn New York 11219",-73.995167,40.631535,BROOKLYN,11219,Jewish/Kosher,27,Z,8/13/2015
MOONDOS GRILL,"424 Church Avenue, Brooklyn New York 11218",-73.9758372,40.6441523,BROOKLYN,11218,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",8,A,8/13/2015
FRESH TORTILLAS GRILL,"118-19 Metropolitan Avenue, Queens New York 11415",-73.8345078,40.7069303,QUEENS,11415,Tex-Mex,13,A,8/13/2015
GIOVANNI'S PIZZA & MEXICAN RESTAURANT,"4559 47 Street, Queens New York 11377",-73.9179408,40.7411736,QUEENS,11377,Mexican,10,A,8/13/2015
PAPARAZZI TRATTORIA,"5805 31 Avenue, Queens New York 11377",-73.9035786,40.7575868,QUEENS,11377,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",17,Z,8/13/2015
YUMMY TACO,"22715 Merrick Blvd, Queens New York 11413",-73.7424816,40.6770507,QUEENS,11413,Tex-Mex,12,A,8/13/2015
NEW CHINA KITCHEN,"2229 65 Street, Brooklyn New York 11204",-73.980371,40.613534,BROOKLYN,11204,Chinese,9,A,8/13/2015
ADIRONDACK,"1241 Prospect Ave, Brooklyn New York 11218",-73.975819,40.6525634,BROOKLYN,11218,American ,12,A,8/13/2015
BAGEL CAFE,"429 3 Avenue, Manhattan New York 10016",-73.9798213,40.743016,MANHATTAN,10016,American ,10,A,8/13/2015
ST. ALBANS PIZZERIA,"20527 Hollis Avenue, Queens New York 11412",-73.7520455,40.7073891,QUEENS,11412,Pizza,7,A,8/13/2015
MUSCLE MAKER GRILL,"4916 Arthur Kill Road, Staten Island New York 10309",-74.2388815,40.5221791,STATEN ISLAND,10309,American ,12,A,8/13/2015
TRATTORIA BELVERDE,"165 Lexington Ave, Manhattan New York 10016",-73.9811976,40.7439891,MANHATTAN,10016,Italian,13,A,8/13/2015
CHARLIE BIRD,"5 King Street, Manhattan New York 10012",-74.0028447,40.7278191,MANHATTAN,10012,American ,12,A,8/13/2015
NEW FUN SING RESTAURANT,"689 Broadway, Brooklyn New York 11206",-73.9435,40.701896,BROOKLYN,11206,Chinese,7,A,8/13/2015
DELAWARE AND HUDSON,"135 N 5Th St, Brooklyn New York 11249",-73.9591017,40.7169856,BROOKLYN,11249,American ,9,A,8/13/2015
STAR BILLIARDS,"1590 Westchester Ave, Bronx New York 10472",-73.875694,40.828874,BRONX,10472,American ,12,A,8/13/2015
DUNKIN' DONUTS,"79-27 Main Street, Queens New York 11367",-73.8167271,40.7183287,QUEENS,11367,Donuts,12,A,8/13/2015
WENDY'S,"15533 Jamaica Ave, Queens New York 11432",-73.7789389,40.7087944,QUEENS,11432,American ,2,A,8/13/2015
LA BAGUETTE SHOP,"1855 Nostrand Ave, Brooklyn New York 11226",-73.9483509,40.640526,BROOKLYN,11226,Bakery,11,A,8/13/2015
DUNKIN DONUTS,"12903 North Conduit Avenue, Queens New York 11420",-73.7568852,40.6664239,QUEENS,11420,Donuts,2,A,8/13/2015
AMERICAN TURNERS NEW YORK,"748 Clarence Ave, Bronx New York 10465",-73.8155026,40.8306243,BRONX,10465,Armenian,10,A,8/13/2015
SPRINKLES ICE CREAM,"782 Lexington Ave, Manhattan New York 10065",-73.9675819,40.7633296,MANHATTAN,10065,"Ice Cream, Gelato, Yogurt, Ices",10,A,8/13/2015
BUFFALO JO'S WINGS,"6220 Forest Ave, Queens New York 11385",-73.9062172,40.712852,QUEENS,11385,Chicken,12,A,8/13/2015
RED VELVET HOOKAH LOUNGE,"1842 Coney Island Ave, Brooklyn New York 11230",-73.9631111,40.6123119,BROOKLYN,11230,Mediterranean,12,A,8/13/2015
BRIK BAR LOUNGE & KITCHEN,"3216 Steinway St, Queens New York 11103",-73.9195999,40.7586352,QUEENS,11103,American ,10,A,8/13/2015
WAH YONG KITCHEN,"112 W 168Th St, Bronx New York 10452",-73.9247885,40.8382075,BRONX,10452,Chinese,9,A,8/13/2015
SAINTS AND SINNERS,"5921 Roosevelt Ave, Queens New York 11377",-73.8799325,40.7480753,QUEENS,11377,American ,7,A,8/13/2015
J'S ON THE BAY,"1189 Bay Street, Staten Island New York 10305",-74.066091,40.614366,STATEN ISLAND,10305,American ,11,A,8/13/2015
CARRAGHER'S,"228 W 39Th St, Manhattan New York 10018",-73.9895038,40.7545172,MANHATTAN,10018,Irish,9,A,8/13/2015
BROKEN SPOKE ROTISSERIE,"439 3Rd Ave, Manhattan New York 10016",-73.9794704,40.7433621,MANHATTAN,10016,American ,8,A,8/13/2015
ISLAND SALAD,"1365 Fulton St, Brooklyn New York 11216",-73.9467295,40.6804619,BROOKLYN,11216,Salads,11,A,8/13/2015
EMBERS RESTAURANT,"9519 3Rd Ave, Brooklyn New York 11209",-74.0336281,40.6165926,BROOKLYN,11209,Steak,12,A,8/13/2015
CHINA WOK,"22608 Merrick Blvd, Queens New York 11413",-73.7436824,40.6770097,QUEENS,11413,Chinese,10,A,8/13/2015
NEW CASTLE DELI & GROCERY,"14934 Guy R Brewer Blvd, Queens New York 11434",-73.7678883,40.6571531,QUEENS,11434,Delicatessen,13,A,8/13/2015
GUCHUN PRIVATE KITCHEN,"133-35 Roosevelt Avenue, Queens New York 11354",-73.8330519,40.7587756,QUEENS,11354,Chinese,2,A,8/13/2015
DELI & GRILL,"5425 5Th Ave, Brooklyn New York 11220",-74.012905,40.6422529,BROOKLYN,11220,Delicatessen,13,A,8/13/2015
EL NUEVO PATIO,"1388 Edward L Grant Hwy, Bronx New York 10452",-73.9220336,40.8418947,BRONX,10452,Spanish,2,A,8/13/2015
Kokoroko Restaurant,"4755 47Th St, Queens New York 11377",-73.9183104,40.7394314,QUEENS,11377,Spanish,9,A,8/13/2015
6B,"60 E 42Nd St, Manhattan New York 10165",-73.9784956,40.752026,MANHATTAN,10165,American ,11,A,8/13/2015
JB CRISPY PANCAKE,"13335 Roosevelt Ave, Queens New York 11354",-73.8330519,40.7587756,QUEENS,11354,Chinese,2,A,8/13/2015
SUNFLOWER DINER,"359 3 Avenue, Manhattan New York 10016",-73.9814544,40.7407268,MANHATTAN,10016,American ,2,A,8/12/2015
LEONE'S PIZZERIA & RESTAURANT,"8402 Cooper Avenue, Queens New York 11385",-73.8651733,40.7106158,QUEENS,11385,Pizza/Italian,17,Z,8/12/2015
NEIL'S COFEE SHOP,"961 Lexington Avenue, Manhattan New York 10021",-73.962995,40.768901,MANHATTAN,10021,American ,20,Z,8/12/2015
PURITY DINER,"289 7 Avenue, Brooklyn New York 11215",-73.9804194,40.6679108,BROOKLYN,11215,American ,37,Z,8/12/2015
ROMA PIZZA,"85 7 Avenue, Brooklyn New York 11217",-73.9750108,40.6746103,BROOKLYN,11217,Pizza/Italian,37,Z,8/12/2015
DIECI,"228 East 10 Street, Manhattan New York 10003",-73.985477,40.728972,MANHATTAN,10003,Japanese,9,A,8/12/2015
INTERNATIONAL RESTAURANT,"4408 5 Avenue, Brooklyn New York 11220",-74.0072549,40.6484124,BROOKLYN,11220,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12,A,8/12/2015
MICHAEL'S PASTRY SHOP,"2923 Avenue R, Brooklyn New York 11229",-73.9434351,40.6075879,BROOKLYN,11229,Bakery,11,A,8/12/2015
O.B'S BAKERY,"16576 Baisley Boulevard, Queens New York 11434",-73.7774489,40.6795188,QUEENS,11434,Bakery,27,Z,8/12/2015
CUBA,"222 Thompson Street, Manhattan New York 10012",-73.99882,40.729081,MANHATTAN,10012,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12,A,8/12/2015
PROMESA CAFETERIA,"1776 Clay Avenue, Bronx New York 10457",-73.9042441,40.8461493,BRONX,10457,American ,18,Z,8/12/2015
AMERICAN HERO & SUB'S,"2308 44 Drive, Queens New York 11101",-73.9447206,40.7473424,QUEENS,11101,Sandwiches,9,A,8/12/2015
CONNOLLY'S,"155 Beach 95 Street, Queens New York 11693",-73.816774,40.584352,QUEENS,11693,Irish,22,Z,8/12/2015
CHEF ANDREA,"7312 13 Avenue, Brooklyn New York 11228",-74.0067457,40.6213332,BROOKLYN,11228,Italian,12,A,8/12/2015
AMARU,"8413 Northern Boulevard, Queens New York 11372",-73.7342846,40.772177,QUEENS,11372,Peruvian,7,A,8/12/2015
HUNAN MANOR RESTAURANT,"339 Lexington Avenue, Manhattan New York 10016",-73.9769559,40.7495955,MANHATTAN,10016,Chinese,47,Z,8/12/2015
CHILI'S GRILL & BAR,"8016 Cooper Avenue, Queens New York 11385",-73.8694469,40.7092514,QUEENS,11385,American ,31,Z,8/12/2015
MURA,"369 5 Avenue, Brooklyn New York 11215",-73.984291,40.671114,BROOKLYN,11215,Japanese,28,Z,8/12/2015
ECUADORIAN FOOD RESTAURANT,"4120 34 Avenue, Queens New York 11101",-73.9174301,40.7550992,QUEENS,11101,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11,A,8/12/2015
ESTRELLA BAR & RESTAURANT,"1470 Jerome Avenue, Bronx New York 10452",-73.9164774,40.8414854,BRONX,10452,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13,A,8/12/2015
MAPI,"1 West 13 Street, Manhattan New York 10011",-73.9945751,40.7356175,MANHATTAN,10011,American ,24,Z,8/12/2015
THE GREEN TABLE(CHELSEA MARKET),"428 West 16 Street, Manhattan New York 10011",-74.005761,40.7426064,MANHATTAN,10011,American ,9,A,8/12/2015
PERSEPOLIS,"1407 2 Avenue, Manhattan New York 10021",-73.9579686,40.7698226,MANHATTAN,10021,Mediterranean,10,A,8/12/2015
VILLAGGIO RISTORANTE,"15007 14 Road, Queens New York 11357",-73.8135091,40.789129,QUEENS,11357,Italian,9,A,8/12/2015
HANA CAFE,"235 Smith Street, Brooklyn New York 11231",-73.9922928,40.68371,BROOKLYN,11231,Japanese,2,Z,8/12/2015
DUNKIN DONUTS,"3732 East Tremont Avenue, Bronx New York 10465",-73.8221841,40.8263536,BRONX,10465,Café/Coffee/Tea,13,A,8/12/2015
FIVE NAPKIN BURGER,"630 9 Avenue, Manhattan New York 10036",-73.979101,40.72551,MANHATTAN,10036,American ,13,A,8/12/2015
THE BREAD FACTORY,"360 West 43 Street, Manhattan New York 10036",-73.9917568,40.7587671,MANHATTAN,10036,American ,7,A,8/12/2015
MARIELLA PIZZA,"965 Lexington Avenue, Manhattan New York 10021",-73.962825,40.769144,MANHATTAN,10021,Pizza,12,A,8/12/2015
MCDONALD'S,"428 Knickerbocker Avenue, Brooklyn New York 11237",-73.919723,40.699329,BROOKLYN,11237,Hamburgers,5,A,8/12/2015
MR. POLLO II,"42365 150 Street, Queens New York 11357",-73.8101939,40.7138673,QUEENS,11357,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11,A,8/12/2015
TAJADAS BAKERY & RESTAURANT,"9705 Jamaica Avenue, Queens New York 11421",-73.7788587,40.7088088,QUEENS,11421,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12,A,8/12/2015
PITOPIA,"1369 Broadway, Manhattan New York 10018",-73.987799,40.7521699,MANHATTAN,10018,Jewish/Kosher,12,A,8/12/2015
CHEVYS FRESH MEX,"243 West 42 Street, Manhattan New York 10036",-73.9889479,40.7568894,MANHATTAN,10036,Mexican,17,Z,8/12/2015
MARGO,"667 Driggs Avenue, Brooklyn New York 11211",-73.9589883,40.7143406,BROOKLYN,11211,Café/Coffee/Tea,2,A,8/12/2015
